宝塔,浮图
顺从,服从
服膺,谨记
广大,宽大
不省人事,昏迷不醒
变动,更改
消耗,消费
秘密,神秘
惊骇,惶恐
不宁不奈,不宁奈
得过且过,苟且偷生
店员,伙计
耸立,矗立
风格,气概
着迷,沉迷
倾盖论交,倾盖之交
仍旧,仍然
公平,平正
听说,据说
合身,称身
关照,通知
讼事,官司
展览会,博览会
看法,见解
搭档,错误
凝神,凝思
托身,寄身
笨伯,笨蛋
行家,内行
临渴掘井,临阵磨枪
寒气,冷气
大北,大败
党魁,党首
翻江倒海,排山倒海
吉日,谷旦
旧交,旧友
斑点,雀斑
睁开,展开
浮现,显现
劫后余生,大难不死
何等,多么
伫立,鹄立
悬赏,赏格
人浮于事,杯水车薪
力气,气力
差异,差别
屈从,屈服
昏黄,朦胧
贯串,贯穿
泪流满面,泪眼汪汪
朽迈,衰老
风范,风采
脚踏实地,踏踏实实
未几,不久不多
情急智生,急中生智
不可偻指算,更仆难数
敷衍,对付
互不相让,各执己见
心如乱麻,盘根错节
流通,流畅
朋侪,朋友
继室,后妻
烦闷,愁闷
品德,德行
抵触,抵牾
来去,往来来往
援救,搭救
贫贱交,布衣交
旅费,盘缠盘川
名片,咭片
马齿徒增,时光虚掷
停留,逗留
火急,急切
河清海晏,水静无波
五月,蒲月
免去,免除
鸡飞狗走,鸡飞狗跳
会面,会见
国度,国家
寸衷,寸心
淡色,浅色
走狗,喽啰
财源,财路
雄师,大军
田野,野外
纪录,记载
广博,渊博
拂尘,布掸子
英明,贤明
侦察,窥伺
鲜花易谢,好事多磨
寺库,当铺
实际,现实
美人,佳人
鼎立,鼎峙
假冒,冒充
抖擞,感奋
兴尽悲来,乐极生悲
抵抗,抵御
包管,担保
眉目,端倪
了解,领会
正直,朴重
偶然,无意偶尔
起锚,拔锚
完好,无缺
践祚,莅祚
感慨,感伤
釜中游鱼,釜中之鱼
时期,期间
法例,法规
秃顶,光头
靠岸,泊岸
弟子,门生
霸占,占领
半夜,三更
统一,同一
不伦不类,不三不四
夫妇,佳耦
一样平常,一般
暗中,黑暗
赌钱,打赌
装点,点缀
比翼双飞,琴瑟同谐
大肆,大举
鄙谚,俚语
名不副实,徒负虚名
仆从,奴隶
设置装备摆设,配置
生动,活泼
目瞪口呆,木鸡之呆
颠三倒四,横三竖四
坚壁清野,焦土政策
正本清源,根本治理
不可一世,高视阔步
霸占,攻陷
媾和,议和
分离,分别
临时,姑且
盗匪,伏莽
领土,疆域
等待,守候
对头,仇人
加入,到场
密切,紧密亲密
聚集,集合
说谎,扯谎
负气,赌气
事迹,业绩
持志,守节
愤怒,气忿
口子,口儿
兰艾俱焚,兰艾同焚
停当,就绪
明亮,豁亮
折辱,摧辱
不平,不服
谬妄,乖张
善者神佑,吉人天相
灯号,暗号
牢狱,缧绁
家属,家眷
看法,观点
懂得,理解
深重,极重繁重
敲榨勒索,软硬兼取
示威,请愿
金饰,饰物
器重,重视
稳扎稳打,步步为营
感染,传染
下流,下贱
林林总总,各式各样
变更,变革
观赏,抚玩
敏捷,灵敏
操行,品行
军火,军械
深思,沉思
赤脚,光脚
春心,春情
勇猛,英勇
休戚相关,风雨同舟
打盹,瞌睡
发笑,失笑
辩说,辩论
假装好人,假仁假义
频繁,频仍
漏洞,破绽
特长,拿手
纸上谈兵,空言无补
铺张扬厉,铺排张扬
石匠,石工
碧眼儿,白种人
正中下怀,恰如私愿
四不像,怪样子
谐谑,调笑
泉源,根源
补救,解救
冷静,默默
轻慢,慢待
枯燥乏味,索然无味
幼年,年少
性能,机能
背约,背信
朋比为奸,狼狈为奸
愚昧,愚蠢
道喜,贺喜
指责,责备
慌乱,忙乱
剖判,剖释
善门难开,好人难做
舆志,地志
辩护,辩解
功败垂成,半途而废
天涯,海角
相关,相干
刀刀见血,一语破的
干娘,乳母
躲避,规避
谨慎,郑重
非法,不法
划一,整齐
登载,刊登
嫡,明日
残酷,残暴
从前,夙昔
自制,便宜
否则,不然
斧正,匡正
弟媳,弟妇
爱护,爱惜
扼杀,抹杀
拜年,贺年
戏弄,辱弄
老僧入定,古井不波
端正,规矩
盼望,盼愿
笙歌,歌乐
刻苦,耐劳
幽深,幽邃
拈花惹草,弄柳拈花
默不作声,噤若寒蝉
酷吏,苛吏
黑暗,阴郁
更次,更头
青云之志,鸿鹄之志
详确,详实
伙计,伴计
崎岖,曲折
贻笑大方,见笑于人
委果,委的
寄托,依靠
信任,信赖
耐心,耐烦
埋葬,安葬
世界大同,天下一家
让开,闪开
猜疑,猜忌
失常,变态
寂静,僻静
岌岌可危,气息奄奄
大公无私,大公至正
均派,均摊
估计打算,盘算推算
指鸡骂犬,指桑骂槐
徐徐,缓缓
殽杂,混淆
建国,开国
迁移,迁徙
节外生枝,多此一举
人情冷暖,世态炎凉
文定,订婚
庞杂,复杂
敏锐,灵敏
宽宏大量,豁略大度
到处,处处
不刊之论,不易之论
名高引谤,树大招风
身段,身材
敬重,敬佩
适当,恰当
搬家,搬迁
痛苦,苦楚
武术,技击
矫饰,卖弄
留神,留心
胸中有数,胸有成竹
恶毒,狠毒
不料,不意
浮言,蜚言
来由,情由
跑码头,跑江湖
情有独锺,情之所锺
山门,庙门
拦截,阻挡
白皙,白净
雷同,类似
官样文章,例行公事
写意,适意
前夕,前夜
丰年,熟年
披散,披垂
依赖,依附
赏脸,赏光
冰脸,冷面
人为,工资
发表,揭橥
懒惰,懒散
耽误,延误
稀有,罕见
福气,福泽
秘闻,底蕴
实时,及时
洽商,恰谈
厚交,深交
孤拐面,孤拐脸
推测,揣摩
存眷,关注
天真未凿,浑金璞玉
放言高论,高谈阔论
癖好,嗜好
公文,公函
询问,扣问
破釜沉舟,背城借一
镇痛剂,麻醉剂
陵寝,陵园
青鸟术,堪舆术
民贼,国蠹
牲口,牲畜
类似,相似
年末,年尾
潜伏,暗藏
迫令,勒令
纯真,纯粹
边沿,边缘
控告,控诉
治罪,定罪
轻而易举,易如反掌
顿时,马上
勃然变色,怫然作色
暴动,暴乱
吉人,良士
膏泽,恩泽
红军,赤军
放手,撒手
康健,健康
正义,公理
谆谆教诲,耳提面命
调度,调剂
举事,发难
低微,微贱
八股,陈腔滥调
大札,朵云
正直,正大
清点,盘点
支配,安排
富厚,丰富
前兆,预兆
饲养,豢养
太古,泰初
渴仰,渴慕
显现,闪现
陵犯,侵扰进犯
包涵,原谅
周游,漫游
愁云满面,愁眉不展
萍浮,萍泊
命运坎坷,穷途潦倒
宠任,宠信
办事,管事
推涛作浪,挑拨离间
机灵,机警
忻忭,欢忻
贵显,显要
系缚,捆扎
半子,东床
挟恨,怀恨
春风得意,喜气洋洋
高超,高明
光阴,工夫
借重,借势
面貌,面目
视为心腹,百依百顺
王孙,天孙
阻塞,壅塞
父母,怙恃
天长地久,海誓山盟
贵显,贵要
寂然,肃然
楷模,榜样
拘束,羁绊
明显,显明
四序,四季
暴徒,歹徒
博古通今,见多识广
毕命,去逝
失察,失算
革故鼎新,推陈出新
唾骂,詈骂
青红皁白,是非黑白
订正,勘误
领情,承情
困顿,困窘
陪衬,衬托
亲信,心腹
退让,让步
谋害,暗害
公平,公允
漫骂,谩骂
可怕,恐怖
幻化,变幻
不一,纷歧
神情,神气
当选,被选
机遇,机缘
费尽心血,呕心沥血
向往,憧憬
高大,宏伟
刀光血影,刀光剑影
遣散,解散
放肆,大肆
住民,居民
温和,平和
探问,探询
翻戏,老千
初赛,预赛
选派,遴派
单位,单元
抱病,得病
放手,松手
豪爽,豪放
机密,秘密
练习,实习
养生,摄生
用处,用途
大庭广众,众目睽睽
妖言惑众,诡辞欺世
浅薄,陋劣
昼寝,午睡
激动,冲动
分列,排列
三足鼎立,鼎足之势
零碎,琐细
繁盛,茂盛
副角,配角
滥杀无辜,草菅人命
寥若晨星,寥寥无几
活动,运动
自豪,高傲
不拘小节,不顾外表
传神,逼真
池鱼之殃,无妄之灾
成功,胜利
推让,谦让
没头没脑,劈头盖脸
番薯,甘薯
骨血,骨肉
装潢,装饰
邦畿,版图
斟酌,推敲
点头答应,颔首应承
服从,遵守
罪不容诛,恶积祸盈
幼童,小童
丰富,雄厚
虚弱,衰弱
校阅阅兵,检阅
弄堂,胡衕
占据,占有
陵暴,欺凌
侮辱,欺侮
利刃,芒刃
防备,贯注
忽然,溘然
时间,时候
本心,素心
断念,死心
都会,都邑
立室,成家
铁面无私,铁面无情
白日升天,白日飞升
评释,表明
别出心裁,自出机杼
暗香,幽香
菲薄,肤浅
依依不舍,恋恋不舍
电扇,风扇
盘算,计算
外家,娘家
探友,访友
观望,张望
局面,场面
囊空如洗,季子囊空
知己,亲信
海底捞针,江中钓月
怪杰,奇人
阵容,声威
端庄,正经
本性难移,个性难改
回想,回忆
相逢,重逢
伏莽,盗匪
媚谄,取悦
闺范,阃范
又名,别名
狼吞虎咽,风卷残云
安分守己,乐天知命
临时,且则
别出心裁,独出机杼
纳福,享福
出没无常,神出鬼没
酒绿灯红,穷奢极欲
执拗,固执
膝行,蒲伏爬行
光芒,光线
南柯一梦,春梦一场
飘逸,俊逸
牵累,缠累
大要,概略
工头,领班
漠视,冷视
缅怀,怀念
悍然不顾,不顾一切
屹立,耸峙
疏松,松散
迫害,危害
生涯,生活生计
愿望,欲望
量体裁衣,相机行事
污吏,贪吏
缉捕,搜捕
守兵,戍卒
满腹忧愁,愁肠百结
前后相接,肩摩踵接
目眩神迷,目眩魂摇
驻足,立足
痛心疾首,咬牙切齿
烦懑,不快
水灾,水患
爱财如命,一毛不拔
搜索引擎优化,seo
大志,宏愿
欺诈,讹诈
提拔,抬举
列国,各国
融会,交融
运用,应用
猛将,虎将
推断,揣摸
从头至尾,从头到尾
约请,邀请
书柜,书厨
怒不可遏,令人发指
照料,照顾
气氛,氛围
耽搁,拖延
阁下,旁边
抱歉,抱愧
底稿,初稿
供养,赡养
法术,术数
以为,觉得
清除,消除
老太婆,老妇人
流通,畅通流畅
不安于室,红杏出墙
赐予,赐赉
当中,傍边
恋慕,爱戴
期艾,呐呐
停车,泊车
奋斗,斗争
排除,消除
聪颖,伶俐
替换,替代
奴仆,仆众
饮鸩止渴,牵萝补屋
冷清,冷僻
脑袋,脑壳
刚正,坚毅刚烈
怡然自得,悠然自得
不可胜数,数不胜数
万古长青,流芳千古
克制,禁止
无法复生,回天乏术
费神,费心
富足,充裕
结果,成果
来由,出处
价钱,价格
深藏若虚,守愚藏拙
排斥,排挤
提供,供给
灰心丧气,心灰意懒
元勋,功臣
保持,连结
田鸡,青蛙
如果,假如
雄赳赳,气昂昂
哭泣,饮泣
巨匠,大师
惊悸,惊慌
积习难改,积重难返
爬行动物,爬虫类
维护,保护
三言两语,一言半语
峻拒,坚辞
目染耳濡,耳擩目染
优点,长处
乘船,搭船
千算万算，不值天一划,人算不如天算
拔除,铲除
精炼,精辟
盘问,究诘
情形,情况
失而复得,合浦还珠
古迹,奇迹
首创,创始
与众不同,不同凡响
逢场作戏,偶一为之
感导,劝化
该当,理当
弯弯曲曲,曲曲折折
非常,特别很是
仙风道骨,品格清高
详细,具体
理当,应当
慈祥,慈爱
描绘,描写
露台,天台
漫不经心,漠不关心
失魂鱼,冒失鬼
肇事,闯事
闭口无言,缄口无言
韶光,时光
偶尔,偶然
不违农时,不夺农时
纾难,抒难
放肆,放纵
福分,福气
转悲为喜,破涕为笑
解说,讲解
自感汗颜,自愧弗如
刻舟求剑,胶柱鼓瑟
坚守,苦守
利市三倍,获利优厚
泪流满面,泣如雨下
吵架,打骂
脚钱,力钱
划船,荡舟
横死,非命
邓通之财,陶猗之富
空屋,空房
相同,雷同
树怨,结怨
呵欠,欠伸
放心,安心
夸大,夸张
牢固,坚固
惋惜,怅惘
笼络,羁縻
目光如炬,目光如电
用具,器具
拦截,拦阻
精良,精巧
行为,行动
厚利,重利
床头金尽,囊空如洗
洗礼,浸礼
顿脚,跺脚
班师,凯旅
不分高下,难分轩轾
痛恨,憎恨
辩论,争执
公布,颁布
管鲍之交,陈雷之契
外貌,表面
有始有终,好头不如好尾
交谈,扳谈
全体,全部
几次,几回
如日方升,蒸蒸日上
解职,解聘
梦话,梦呓
保养,颐养
福寿绵绵,福寿无疆
淘气,顽皮
拖延,迁延
糟蹋,浪费
神采飞扬,精神焕发
凉快,凉爽
春宫,秘戏图
伙计,店员
目眩魂摇,目眩心花
摆列,罗列
团鱼,甲鱼
劝导,疏导
欢腾,欢娱
去世,逝世
调集,集结
不吃烟火食,不食人间烟火
外氏,舅家
卑鄙,鄙俗
佳兆,吉兆
老规矩,老例子
资质,天资
有失体统,不成体统
牢固,稳固
粉饰,点缀
告示,通告
历程,过程
燕服,便服
去伪存真,披沙拣金
执绋,送葬
始祖,鼻祖
适用,实用
影象,记忆
洞开,敞开
言三语四,信口雌黄
感到,觉得
寻常,平常
警备,戒备
一气呵成,趁热打铁
公布,发布
讲求,讲究
顽强,固执
体态,身形
暖和,和暖
谄媚,谄谀
犯人,监犯
抱病,生病
底细,内情
象齿焚身,怀璧其罪
改邪归正,放下屠刀
学富五车,才当曹斗
书柜,书橱
戏剧演员,梨园子弟
乐意,甘愿答应
得偿所愿,心满意足
年龄,春秋
讥讽,调侃
回手,回击
熟识,熟悉
狼狈而逃,抱头鼠窜
出错,失足
和议,订定合同
剥极必复,否极必泰
呆板,机器
能否,可否
羁系,监管
平静,僻静
搭车,乘车
字斟句酌,精益求精
马上,立地
品质,品德
漠视,无视
恩德,恩义
游荡,浪荡
对准,瞄准
提倡,倡始
专断,独断
幸运,荣幸
分管,分担
一心,同心专心
亲友,亲朋
画虎成犬,刻鹄类鹜
编录,辑录
提倡,倡导
拉拢,说合
喜欢,爱好
收复,光复
跺脚,顿脚
鼓动,煽动
引动,哄动
酷爱,热爱
徘徊,徜徉
夕阳,落日
参加,加入
点窜,编削
厮混,鬼混
款待,招待
零落,寥落
浩叹,长吁
核办,查办
感情,情感
强迫,强制
宾朋迎门,宾朋盈门
脍炙人口,到处颂扬
后手,背工
灵巧,工致
子夜,半夜
忌讳,隐讳
哀悼,悼念
希奇,希罕
品德,人格
降服,克服
顶峰,颠峰
幽静,安静
避祸,逃难
旦夕,朝夕
财路,财源
赛过,胜过
妙策,巧计
风格,气势派头
公价,官价
奉送,馈送
美人命薄,命薄如花
尽情,纵情
开顽笑,开玩笑
万众一心,举国同心
泥坑,泥淖
向荣,茂发
诡计,狡计
一枝独秀,桂林一枝
建都,定都
粗鲁,粗暴
体系,系统
步伐,措施
郑重,慎重
回覆,答复
邻人,邻居
推荐,推举
金莲,弓足
放荡不羁,放荡任气
岑寂,冷静
摆列,胪列
充足,足够
埋头,用心
礼帽,弁冕
若明若暗,雾里看花
抱恨,怀愁
疼痛,痛苦悲伤
轮番,轮流
饰演,扮演
授课,讲课
腐败,溃烂
暗潮,暗流
关键,关头
接棒人,接班人
招聘,雇用
敬拜,祭奠
素不相识,素昧生平
失言,讲错
狞笑,奸笑
立刻,立即
展望,瞻望
太息,嗟叹
吵骂,交谪
清香,幽香
交织,交错
薄弱,微弱
折衷,调和
慈悲心肠,好生之德
阴影,暗影
顽固不化,至死不悟
通例,常规
奔波,奔走
卵白,蛋白
途径,路子
蝉联,留任
困惑,疑心
芳香,芬芳
端庄,庄重
迫不及待,迫在眉睫
钱可通神,金钱万能
清朗,明亮清明
如饥似渴,迫不及待
大相径庭,天差地别
节奏,节拍
固结,凝结
拜把兄弟,结拜兄弟
氛围,空气
利剑,白
梦境,梦乡
苏醒,清醒
别开生面,匠心独运
亵服,内衣
蛮横,野蛮
药到回春,妙手回春
检验,磨练
深思熟虑,深图远虑
耕耘,耕作
清规戒律,金科玉律
不达时宜,不合时宜
咆哮,呼啸
判定,剖断
酒涡,梨涡
驱逐,摈除
混淆,搅浑
和颜悦色,平易近人
负气,生气
卑躬屈膝,奴颜媚骨
发挥,阐扬
忘恩负义,利令智昏
影戏,电影
登岸,登陆
利市,亨通
表示,默示
同心并力,协力同心
泥沙俱下,牛骥同皁
平凡,寻常
关照,看护
好本领,好身手
进退维谷,势成骑虎
造访,拜访
聚散,离合
陪同,伴随
滂沱,滂湃
时来运转,否极泰来
功夫,工夫
把守,看守
三五成群,成群结队
花样,名堂
不胜,不堪
恫吓,恐吓
义正辞严,理直气壮
倾慕,羡慕
百姓,公民
消灭,没落
村庄,村落
贫乏,枯窘
历史,汗青
怠惰,懒惰
长期,恒久
亲昵,密切
利用,哄骗
污浊,浑浊
纯熟,熟练
安宁,平和平静
多少,几何
供应,供给
费尽心血,煞费苦心
逼真,传神
劲头,干劲
跟从,跟班
裸体,赤身
无法计算,难以估计
签署,签订
突破,冲破
保养,调养
奴视,卑视
威信,威望
疑心,狐疑
劝善,惩恶
甘薯,番薯
店铺,店肆
并且,而且
物质,物资
连接,毗邻
标记,符号
子虚乌有,化为乌有
冲毁,冲垮
义父,寄父
面前目今,刻下
诬蔑,诽谤
指示,指导
量体裁衣,见机而作
僻静,寂静
销售,发卖
统统,通盘
抵家,到家
鸿图,鸿猷
羽觞,酒杯
请安,存候
事情,工作
辨别,鉴识
王孙公子,贵族子弟
麋集,鳞集
袖中神算,锦囊妙计
放弃,抛却
分担,分管
惩办,惩处
革除,铲除
阃范,闺范
秘密,机密
璧还,反璧
祸根,祸胎
浇漓,浇薄
赏心悦目,心旷神怡
词典,辞书
怀念,纪念
曲解,歪曲
就寝,寝息
拜托,寄托
怕羞,含羞
哀怜,悯恻
关怀,关切
定价,订价
等候,等待
解说,说明注解
堕泪,流泪
天才横溢,才气纵横
生机,活力
办妥,搞妥
年初,年头
喜信,喜讯
及锋而试,捷足先登
费尽心血,处心积虑
别的,其它
颠倒黑白,指鹿为马
鹤发,白发
叫醒,唤醒
如果,若是
真挚,真诚
昏迷,昏倒
势如水火,积不相容
悯恤,怜恤
凡人,常人
练习,操练
马首是瞻,密切追随
一人得道,鸡犬升天
水土不服,不服水土
打胎,人工流产
事后,过后
协议,协定
高傲,清高
煞费苦心,费尽心血
片刻,片时
满意,惬心
腻滑,平滑
登陆,登岸
思绪,思路
名学,逻辑学
追讨,催讨
绳梯,软梯
放手,罢休
念念不忘,铭心镂骨
聘请,聘任
胜利,成功
劫掠,抢夺
深沉,深邃深挚
季世,末世
悲啼,号泣
秘笈,秘籍
讨论,接头
驯伏,帖伏
澹泊,恬淡
作法自毙,自作自受
设置装备摆设,设备
年底,年末
清高,高傲
妒忌,嫉妒
太甚,太过
范畴,范围
运气,命运
发话器,话筒
商定,约定
凄切,悲凉
仕途,宦途
倘佯,徘徊
传闻,风闻
宣布,公布
郁勃,兴盛
安步当车,缓步徐行
各位,列位
瞩目,注视
丢魂失魄,魂不附体
失窃,失贼
度量,器量
打量,审察
恐惧不安,栗栗不安
大水,洪水
数奇,不偶
假日,沐日
人为,报酬
时髦,时兴
军装,戎衣
败行,劣行
谦虚,谦逊
一语道破,提纲挈领
查问,盘问
陋规,黑钱
称赞,奖饰
膝行,匍匐
猛烈,凶猛
繁芜,庞杂
主理,主办
委曲,委屈
策划,筹谋
在世,活着
叫喊,叫嚷
百发百中,百步穿杨
震天动地,惊天动地
乡村,村落
赔本,折本
庞杂,错乱
灾民,哀鸿
浮滑,轻浮
聆听,凝听
喋不休,咕哝不已
岌岌可危,风雨飘摇
不足为奇,无独有偶
房屋,衡宇
制订,制定
种种,各种
穿房过屋,穿房入户
黑魆魆,黑沉沉
捍卫,保卫
推测,料到
首创,开创
作怪,作祟
猖,跋扈
刺眼,刺目
瞋目,怒目
惧怕,恐惧
反抗,对抗
文质彬彬,温文尔雅
荒年,歉岁
情面,人情
贯注,灌输
土气,土头土脑
分身不暇,分身乏术
大庭广众,公开场合
提携,扶携提拔
回顾,回想
年末,年底
南辕北辙,背道而驰
伧夫俗人,凡夫俗子
出色,超卓
规复,光复
助桀为虐,助纣为虐
糜烂,腐败
冰炭不洽,水火不容
志得意满,沾沾自喜
简要,扼要
国家,国度
一男半女,寸男尺女
抗衡,对抗
秘本,孤本
十全十美,浑然一体
